Donald Trump,louisiana, Apr 25,4
Donald Trump,madhya pradesh, Apr 25,1
Donald Trump,massachusetts, Apr 25,3
Donald Trump,michigan, Apr 25,6
Donald Trump,minnesota, Apr 25,6
Donald Trump,mississippi, Apr 25,2
Donald Trump,missouri, Apr 25,24
Donald Trump,nebraska, Apr 25,2
Donald Trump,nevada, Apr 25,6
Donald Trump,new hampshire, Apr 25,2
Donald Trump,new jersey, Apr 25,9
Donald Trump,new mexico, Apr 25,4
Donald Trump,new york, Apr 25,17
Donald Trump,newfoundland and labrador, Apr 25,1
Donald Trump,ninawa, Apr 25,1
Donald Trump,nord-pas-de-calais picardie, Apr 25,1
Donald Trump,north carolina, Apr 25,4
Donald Trump,north dakota, Apr 25,1
Donald Trump,ohio, Apr 25,3
Donald Trump,oklahoma, Apr 25,1
Donald Trump,ontario, Apr 25,6
Donald Trump,oregon, Apr 25,1
Donald Trump,pennsylvania, Apr 25,22
Donald Trump,saitama-ken, Apr 25,1
Donald Trump,south dakota, Apr 25,1
Donald Trump,tennessee, Apr 25,10
Donald Trump,texas, Apr 25,28
Donald Trump,vermont, Apr 25,1
Donald Trump,virginia, Apr 25,16
Donald Trump,washington, Apr 25,14
Donald Trump,west virginia, Apr 25,1
Donald Trump,wisconsin, Apr 25,4
Donald Trump,wyoming, Apr 25,3
Hillary Clinton,aichi prefecture, Apr 26,1
Hillary Clinton,alabama, Apr 25,1
Hillary Clinton,alabama, Apr 26,5
Hillary Clinton,alaska, Apr 25,4
Hillary Clinton,alaska, Apr 26,1
Hillary Clinton,aquitaine limousin poitou-charentes, Apr 25,1
Hillary Clinton,arizona, Apr 25,8
Hillary Clinton,arizona, Apr 26,16
Hillary Clinton,arkansas, Apr 25,3
Hillary Clinton,arkansas, Apr 26,2
Hillary Clinton,assam, Apr 26,1
Hillary Clinton,australian capital territory, Apr 26,1
Hillary Clinton,autonomous city of buenos aires, Apr 26,1
Hillary Clinton,bangkok, Apr 26,1
Hillary Clinton,bavaria, Apr 26,1
Hillary Clinton,bretagne, Apr 25,1
Hillary Clinton,british columbia, Apr 25,1
Hillary Clinton,british columbia, Apr 26,5
Hillary Clinton,brussels, Apr 25,1
Hillary Clinton,brussels, Apr 26,1
Hillary Clinton,california, Apr 25,18
Hillary Clinton,california, Apr 26,60
Hillary Clinton,cantabria, Apr 26,1
Hillary Clinton,catalonia, Apr 26,1
Hillary Clinton,chiapas, Apr 25,2
Hillary Clinton,colorado, Apr 25,10
Hillary Clinton,colorado, Apr 26,7
Hillary Clinton,connecticut, Apr 25,6
Hillary Clinton,connecticut, Apr 26,15
Hillary Clinton,district of columbia, Apr 25,8
Hillary Clinton,district of columbia, Apr 26,7
Hillary Clinton,doha, Apr 26,1
Hillary Clinton,donegal, Apr 25,1
Hillary Clinton,dublin, Apr 26,1
Hillary Clinton,eastern, Apr 26,1
Hillary Clinton,eastern visayas, Apr 26,1
Hillary Clinton,egeo, Apr 26,1
Hillary Clinton,england, Apr 25,1
Hillary Clinton,england, Apr 26,13
Hillary Clinton,florida, Apr 25,16
Hillary Clinton,florida, Apr 26,33
Hillary Clinton,galway, Apr 26,1
Hillary Clinton,georgia, Apr 25,5
Hillary Clinton,georgia, Apr 26,16
Hillary Clinton,gifu prefecture, Apr 26,1
Hillary Clinton,giza governorate, Apr 26,1
Hillary Clinton,guantanamo, Apr 26,2
Hillary Clinton,hawaii, Apr 25,1
Hillary Clinton,hawaii, Apr 26,1
Hillary Clinton,idaho, Apr 25,2
Hillary Clinton,idaho, Apr 26,1
Hillary Clinton,illinois, Apr 25,7
Hillary Clinton,illinois, Apr 26,17
Hillary Clinton,indiana, Apr 25,1
Hillary Clinton,indiana, Apr 26,10
Hillary Clinton,iowa, Apr 25,1
Hillary Clinton,iowa, Apr 26,6
Hillary Clinton,kansas, Apr 25,1
Hillary Clinton,kansas, Apr 26,3
Hillary Clinton,kedah, Apr 26,1
Hillary Clinton,kentucky, Apr 25,7
Hillary Clinton,kentucky, Apr 26,7
Hillary Clinton,lisbon, Apr 26,1
Hillary Clinton,louisiana, Apr 25,4
Hillary Clinton,louisiana, Apr 26,3
Hillary Clinton,louth, Apr 26,2
Hillary Clinton,lower saxony, Apr 25,1
Hillary Clinton,lucerne, Apr 25,1
Hillary Clinton,lusaka, Apr 25,1
Hillary Clinton,madhya pradesh, Apr 25,1
Hillary Clinton,madhya pradesh, Apr 26,1
Hillary Clinton,maharashtra, Apr 25,1
Hillary Clinton,maharashtra, Apr 26,2
Hillary Clinton,maine, Apr 25,1
Hillary Clinton,manitoba, Apr 26,2
Hillary Clinton,maryland, Apr 25,1
Hillary Clinton,maryland, Apr 26,7
Hillary Clinton,massachusetts, Apr 25,6
Hillary Clinton,massachusetts, Apr 26,12
Hillary Clinton,metro manila, Apr 25,1
Hillary Clinton,metro manila, Apr 26,1
Hillary Clinton,michigan, Apr 25,2
Hillary Clinton,michigan, Apr 26,12
Hillary Clinton,minnesota, Apr 25,4
Hillary Clinton,minnesota, Apr 26,8
Hillary Clinton,mississippi, Apr 25,1
Hillary Clinton,mississippi, Apr 26,3
Hillary Clinton,missouri, Apr 25,5
Hillary Clinton,missouri, Apr 26,24
Hillary Clinton,nairobi, Apr 26,2
Hillary Clinton,nebraska, Apr 25,2
Hillary Clinton,nebraska, Apr 26,8
Hillary Clinton,nevada, Apr 25,8
Hillary Clinton,nevada, Apr 26,6
Hillary Clinton,new hampshire, Apr 25,5
Hillary Clinton,new hampshire, Apr 26,5
Hillary Clinton,new jersey, Apr 25,5
Hillary Clinton,new jersey, Apr 26,10
Hillary Clinton,new mexico, Apr 26,3
Hillary Clinton,new providence, Apr 25,1
Hillary Clinton,new south wales, Apr 26,2
Hillary Clinton,new york, Apr 25,25
Hillary Clinton,new york, Apr 26,38
Hillary Clinton,newfoundland and labrador, Apr 26,1
Hillary Clinton,nord-pas-de-calais picardie, Apr 25,1
Hillary Clinton,nord-pas-de-calais picardie, Apr 26,1
Hillary Clinton,north carolina, Apr 25,4
Hillary Clinton,north carolina, Apr 26,9
Hillary Clinton,north west, Apr 26,1
Hillary Clinton,northern ireland, Apr 26,1
Hillary Clinton,northern mindanao, Apr 26,1
Hillary Clinton,ohio, Apr 25,4
Hillary Clinton,ohio, Apr 26,7
Hillary Clinton,oklahoma, Apr 26,1
Hillary Clinton,ontario, Apr 25,3
Hillary Clinton,ontario, Apr 26,7
Hillary Clinton,oregon, Apr 25,3
Hillary Clinton,oregon, Apr 26,4
Hillary Clinton,pays de la loire, Apr 26,1
Hillary Clinton,pennsylvania, Apr 25,11
Hillary Clinton,pennsylvania, Apr 26,17
Hillary Clinton,piemonte, Apr 26,1
Hillary Clinton,prince edward island, Apr 25,1
Hillary Clinton,prince edward island, Apr 26,2
Hillary Clinton,queensland, Apr 26,1
Hillary Clinton,rhode island, Apr 26,1
Hillary Clinton,rio grande do norte, Apr 25,1
Hillary Clinton,saitama-ken, Apr 25,1
Hillary Clinton,saskatchewan, Apr 26,1
Hillary Clinton,scotland, Apr 25,2
Hillary Clinton,scotland, Apr 26,2
Hillary Clinton,siaya, Apr 26,1
Hillary Clinton,sindh, Apr 26,1
Hillary Clinton,sing buri, Apr 25,1
Hillary Clinton,south, Apr 26,1
Hillary Clinton,south carolina, Apr 25,1
Hillary Clinton,south carolina, Apr 26,1
Hillary Clinton,south dakota, Apr 26,1
Hillary Clinton,south holland, Apr 26,3
Hillary Clinton,south province, Apr 26,1
Hillary Clinton,state of rio de janeiro, Apr 26,1
Hillary Clinton,stockholm county, Apr 26,1
Hillary Clinton,tamil nadu, Apr 26,2
Hillary Clinton,tennessee, Apr 25,5
Hillary Clinton,tennessee, Apr 26,8
Hillary Clinton,texas, Apr 25,19
Hillary Clinton,texas, Apr 26,29
Hillary Clinton,utah, Apr 25,2
Hillary Clinton,utah, Apr 26,5
Hillary Clinton,uttar pradesh, Apr 26,1
Hillary Clinton,valle del cauca, Apr 26,3
Hillary Clinton,veneto, Apr 26,1
Hillary Clinton,vermont, Apr 25,1
Hillary Clinton,vermont, Apr 26,6
Hillary Clinton,victoria, Apr 26,1
Hillary Clinton,vihiga, Apr 26,1
Hillary Clinton,virginia, Apr 25,8
Hillary Clinton,virginia, Apr 26,13
Hillary Clinton,vysocina region, Apr 26,1
Hillary Clinton,wales, Apr 26,1
Hillary Clinton,walloon region, Apr 26,1
Hillary Clinton,washington, Apr 25,6
Hillary Clinton,washington, Apr 26,8
Hillary Clinton,west virginia, Apr 25,1
Hillary Clinton,west virginia, Apr 26,1
Hillary Clinton,western cape, Apr 26,1
Hillary Clinton,western province, Apr 26,2
Hillary Clinton,western visayas, Apr 26,1
Hillary Clinton,wisconsin, Apr 25,3
Hillary Clinton,wisconsin, Apr 26,2
Hillary Clinton,wyoming, Apr 25,2
John Kasich,arizona, Apr 27,1
John Kasich,baja california, Apr 27,1
John Kasich,california, Apr 27,4
John Kasich,colorado, Apr 27,1
John Kasich,delaware, Apr 27,1
John Kasich,district of columbia, Apr 27,9
John Kasich,florida, Apr 27,2
John Kasich,georgia, Apr 27,5
John Kasich,illinois, Apr 27,2
John Kasich,kentucky, Apr 27,1
John Kasich,louisiana, Apr 27,1
John Kasich,maryland, Apr 27,1
John Kasich,massachusetts, Apr 27,1
John Kasich,michigan, Apr 27,2
John Kasich,mississippi, Apr 27,1
John Kasich,missouri, Apr 27,1
John Kasich,nevada, Apr 27,2
John Kasich,new jersey, Apr 27,1
John Kasich,new york, Apr 27,11
John Kasich,north carolina, Apr 27,1
John Kasich,ohio, Apr 27,2
John Kasich,oklahoma, Apr 27,1
John Kasich,pennsylvania, Apr 27,4
John Kasich,queensland, Apr 27,1
John Kasich,saitama-ken, Apr 27,1
John Kasich,south carolina, Apr 27,2
John Kasich,tennessee, Apr 27,1
John Kasich,texas, Apr 27,4
John Kasich,vermont, Apr 27,2
John Kasich,virginia, Apr 27,2
John Kasich,washington, Apr 27,2
John Kasich,west virginia, Apr 27,1
WARN: The method class org.apache.commons.logging.impl.SLF4JLogFactory#release() was invoked.
WARN: Please see http://www.slf4j.org/codes.html#release for an explanation.
